Date,Close,High,Low,Open,Volume,log_return,log_price,FD_log_price,FD_log_return,FD_log_return_mean_5d,FD_log_return_mean_10d,FD_log_return_mean_20d,FD_log_return_mean_50d,FD_log_return_mean_100d,FD_log_return_std_5d,FD_log_return_std_10d,FD_log_return_std_20d,FD_log_return_std_50d,FD_log_return_std_100d,realized_vol,parkinson_vol,cusum_event,vol_price_ratio,vol_trend,vol_shock,shannon_entropy,lz_complexity,max_entropy
2019-01-07,4025.248291015625,4092.613525390625,4020.89404296875,4078.5849609375,5228625637,-0.0126847005573864,8.300341875158937,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,,0.010617617662764256,0,,,1.0,,,
2019-01-08,4030.847900390625,4109.02099609375,3996.955322265625,4028.47216796875,5306593305,0.001390154770684,8.301732029929621,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.009952425646698189,0.01393762647475044,0,3814615306458.7837,0.7071067811865475,1.0074006689779529,,,
2019-01-09,4035.29638671875,4068.403564453125,4022.662841796875,4031.552001953125,5115905225,0.0011030020343767,8.302835031963998,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.008044509017118357,0.012036376502850913,0,4635607331062.994,-1.0549259461231149,0.9806142684217067,,,
2019-01-10,3678.924560546875,4064.066650390625,3659.174560546875,4034.411376953125,6874143796,-0.0924592824929817,8.210375749471016,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.045012856159512074,0.03319262542221156,0,77837824386.2789,1.493350256906692,1.2206991379266106,,,
2019-01-11,3687.365478515625,3713.8818359375,3653.06982421875,3674.015380859375,5538712865,0.0022917701090907,8.212667519580107,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.04093786105686369,0.030017699630734394,1,2414015497876.3936,-0.10261834276246629,0.9868009992855172,,,
2019-01-12,3661.301025390625,3698.978271484375,3653.810791015625,3686.97314453125,4778170883,-0.0070936849314868,8.20557383464862,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.03699728009850133,0.027567351822344256,1,675972838560.0945,-0.952637482780023,0.8729338305930098,,,
2019-01-13,3552.953125,3674.760009765625,3544.92724609375,3658.8681640625,4681302466,-0.0300394317908949,8.175534402857725,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.034083535513322986,0.0267966221701628,1,158190952082.46863,-0.9295243809333921,0.8732969280340356,,,
2019-01-14,3706.05224609375,3727.836181640625,3552.28515625,3557.31103515625,5651384490,0.0421881015929432,8.217722504450668,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.038387474511546005,0.0270777264961347,1,131151008842.3474,0.3719793817447075,1.0471625908947835,,,
2019-01-15,3630.67529296875,3720.1533203125,3619.94921875,3704.21630859375,5537192302,-0.0205485633725466,8.197173941078121,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.03602338533814066,0.02610774454780473,1,272246663165.7197,0.19437516535967242,1.023047689177946,,,
2019-01-16,3655.0068359375,3685.777099609375,3624.67333984375,3631.509765625,5394457145,0.0066793014015456,8.203853242479667,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.034521362951859806,0.02497063217187644,1,804943702110.6699,-0.02675890093353868,0.9970074445848556,,,
2019-01-17,3678.56396484375,3680.135986328125,3621.9609375,3651.87109375,5464420383,0.0064244855803288,8.210277728059996,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.03316461865169227,0.023982756138538865,1,847832260619.9364,0.08512210824717029,1.009026481710063,,,
2019-01-18,3657.83935546875,3682.52001953125,3637.080810546875,3677.990478515625,5002961727,-0.0056498160197318,8.204627912040264,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.031639169358928076,0.023062412076107923,1,888012622743.8065,-0.6749244301433748,0.9297187936195088,,,
2019-01-19,3728.568359375,3758.533447265625,3652.3779296875,3652.3779296875,5955691380,0.0191517090587378,8.223779621099002,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.031284568617765386,0.022665723977848568,1,308006067039.56213,0.9476138061324622,1.09775229250268,,,
2019-01-20,3601.013671875,3743.387939453125,3583.01953125,3725.446044921875,5582489560,-0.034808960768915,8.188970660330087,0.6805654997822366,-0.011462573287905,-0.0043637151286439,-0.0032516626591053,-0.0008092548853719,-0.0002881476170867,-0.0001174475847548,0.0068023499994326,0.0246393554790418,0.020869744902856,0.0444668715498403,0.056246636003987,0.0309711675799639,0.022944059790973134,1,163182508992.13168,0.2705424294975674,1.0268394116931407,,,
